tier,method,candidate_negative_ratio,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,fpr_at_95_recall_mean,fpr_at_95_recall_std,brier_mean,brier_std,ece_15_mean,ece_15_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,tp_mean,tp_std,fp_mean,fp_std,tn_mean,tn_std,fn_mean,fn_std,n_mean,n_std,ece_mean,ece_std,expected_precision_prev_0.01_mean,expected_precision_prev_0.01_std,reviews_per_true_positive_prev_0.01_mean,reviews_per_true_positive_prev_0.01_std,expected_precision_prev_0.001_mean,expected_precision_prev_0.001_std,reviews_per_true_positive_prev_0.001_mean,reviews_per_true_positive_prev_0.001_std,expected_precision_prev_1e-05_mean,expected_precision_prev_1e-05_std,reviews_per_true_positive_prev_1e-05_mean,reviews_per_true_positive_prev_1e-05_std,empirical_prevalence_mean,empirical_prevalence_std,seeds
VCSL public-label audit,mean_score_fusion,1,0.9061032921810699,0.020018805148389128,0.9053781233887076,0.019630726437944196,0.39111111111111113,0.08833857426800425,0.16950647371611863,0.01022778148230304,0.18971906351273007,0.009121156330542822,0.7805555555555556,0.04723202512629396,0.7281563150076885,0.07737197047655231,0.918148148148148,0.0623840488211939,826.3333333333334,56.1456439390745,321.3333333333333,131.54593620987816,578.6666666666666,131.54593620987816,73.66666666666667,56.1456439390745,1800.0,0.0,0.18971906351273007,0.009121156330542822,0.0238817937251514,0.005351959223954007,43.2691227334661,9.417996959863526,0.002420524868819516,0.000554607835469694,427.5338748558852,95.03615114044102,2.4241414135460975e-05,5.567968154248362e-06,42696.65660832198,9513.033111003962,0.5,0.0,"31,37,41"
VCSL public-label audit,mean_score_fusion,10,0.903781932938856,0.021780275231610653,0.5715661384880804,0.05802866142199238,0.39569230769230773,0.09187745890925204,0.22848920028909211,0.0074446597482147195,0.40270950944702316,0.005471854300489937,0.605034965034965,0.02136337884546019,0.18179926176977088,0.010627195485714308,0.9533333333333333,0.022523273083074613,619.6666666666666,14.6401275039985,2793.6666666666665,138.50030084203186,3706.3333333333335,138.50030084203186,30.333333333333332,14.6401275039985,7150.0,0.0,0.40270950944702316,0.005471854300489937,0.0246888966297866,0.006220551828088642,42.25653376690207,10.543247700602096,0.002504770536639737,0.0006454392836617128,417.31593164783,106.3909540697121,2.5087880283920697e-05,6.4807981483869885e-06,41673.8496985499,10649.63865467181,0.0909090909090909,1.6996749443881478e-17,"31,37,41"
VCSL public-label audit,mean_score_fusion,100,0.9030692837465564,0.014806552849899282,0.18726665628238118,0.025114191149885726,0.39245454545454544,0.10143511544148852,0.26837051226513303,0.016635795874542267,0.4963544423943496,0.015248867454717673,0.48382838283828383,0.045983508461896035,0.0183981115607824,0.0017124412793688736,0.9712121212121213,0.006943296507508869,213.66666666666666,1.5275252316519465,11463.0,1020.2308562281382,10537.0,1020.2308562281382,6.333333333333333,1.5275252316519465,22220.0,0.0,0.4963544423943496,0.015248867454717673,0.025576588337841096,0.007132016699228345,41.053084358199406,10.61254683422642,0.0025976518576361677,0.0007423819776385129,405.17203306910307,107.09024532719378,2.6021374452527135e-05,7.456861679785809e-06,40458.25639126851,10719.637079553608,0.009900990099009901,0.0,"31,37,41"
VCSL public-label audit,mean_score_fusion,1000,0.9114792666666668,0.007110056251770045,0.03793177791120413,0.008491484475497945,0.35198666666666667,0.034877199333279825,0.24950632288053823,0.027043884211743495,0.48484928925369647,0.027443499509742553,0.544092574092574,0.09367192002783614,0.0021785040288447486,0.0004742473740308659,0.9666666666666667,0.005773502691896262,96.66666666666667,0.5773502691896257,45633.0,9377.11048244607,54367.0,9377.11048244607,3.3333333333333335,0.5773502691896258,100100.0,0.0,0.48484928925369647,0.027443499509742553,0.027153336842547542,0.002510314834308918,37.03632957474227,3.3865724013845453,0.0027587513455439223,0.00026150306583526693,364.6393257087629,34.173594232153235,2.7636134493440908e-05,2.6268834478541937e-06,36400.96890045103,3420.7459956167077,0.000999000999000999,0.0,"31,37,41"
VCSL public-label audit,mean_score_fusion,10000,0.9120831133333334,0.006849753551664001,0.004953440645358534,0.00162123589163102,0.3515736666666667,0.033319438355610576,0.27339345988641567,0.013802324366998192,0.5117839452526957,0.013284498247486013,0.44932673399326734,0.050672351427742277,0.0001796432746892366,1.833208000777106e-05,0.9833333333333334,0.005773502691896263,98.33333333333333,0.5773502691896257,550726.6666666666,50676.85745321362,449273.3333333333,50676.85745321362,1.6666666666666667,0.5773502691896257,1000100.0,0.0,0.5117839452526957,0.013284498247486013,0.027643708709333904,0.002745438404476614,36.408390136054415,3.5358914347323482,0.002809917651335253,0.0002863424346050072,358.30284591836727,35.68035902320825,2.8150211290419083e-05,2.876793070468704e-06,35766.69298197279,3571.5717937555514,9.999000099990002e-05,0.0,"31,37,41"
VCSL public-label audit,platt_calibrated_score,1,0.9061032921810699,0.020018805148389128,0.9053781233887076,0.019630726437944196,0.39111111111111113,0.08833857426800425,0.1350188560402289,0.010103150804802955,0.07659372068872841,0.055402094542034444,0.8105555555555556,0.012285191326386646,0.8064030452992964,0.07283989756969773,0.8359259259259259,0.10999625882152769,752.3333333333334,98.99663293937492,193.33333333333334,116.33715370995344,706.6666666666666,116.33715370995344,147.66666666666666,98.99663293937493,1800.0,0.0,0.07659372068872841,0.055402094542034444,0.022037480866400918,0.006877334998842043,48.34119496208103,14.458249514579972,0.0022311259041543365,0.0007106998306620451,478.71569461736317,145.896881465307,2.2341865990359102e-05,7.132851109704724e-06,47819.9106566984,14604.146396045277,0.5,0.0,"31,37,41"
VCSL public-label audit,platt_calibrated_score,10,0.903781932938856,0.021780275231610653,0.5715661384880804,0.05802866142199238,0.39569230769230773,0.09187745890925204,0.18748887009994894,0.051775863198292034,0.2888565316704848,0.08807649503402322,0.7225174825174826,0.08277912768117762,0.2430802621866095,0.05137669833718081,0.8984615384615385,0.09018062086001749,584.0,58.61740355901138,1918.0,650.2468761939576,4582.0,650.2468761939576,66.0,58.61740355901138,7150.0,0.0,0.2888565316704848,0.08807649503402322,0.02353540531618427,0.007442330613351783,45.59230040826068,14.968296584646602,0.002386378162889487,0.0007700870807174336,450.97684957426674,151.0437200814339,2.3900551086589365e-05,7.730016255008872e-06,45043.27725783494,15119.340304728035,0.0909090909090909,1.6996749443881478e-17,"31,37,41"
VCSL public-label audit,platt_calibrated_score,100,0.9030692837465564,0.014806552849899282,0.18726665628238118,0.025114191149885726,0.39245454545454544,0.10143511544148852,0.24389068621833734,0.06024094251561197,0.3920063567859107,0.07950681965694834,0.6343684368436844,0.09616778686838852,0.025654474824197828,0.006021828224709508,0.9303030303030303,0.05307357541859699,204.66666666666666,11.676186592091328,8109.0,2148.4729460712324,13891.0,2148.4729460712324,15.333333333333334,11.676186592091328,22220.0,0.0,0.3920063567859107,0.07950681965694834,0.02471894099288884,0.008000027118923817,43.25426440849342,13.166306522994997,0.002509504258811798,0.0008313642299772802,427.38394084934276,132.86000218658586,2.5137231252072382e-05,8.349120311154349e-06,42681.64834934277,13299.166525181585,0.009900990099009901,0.0,"31,37,41"
VCSL public-label audit,platt_calibrated_score,1000,0.9114792666666668,0.007110056251770045,0.03793177791120413,0.008491484475497945,0.35198666666666667,0.034877199333279825,0.19867095313608488,0.08644618866794931,0.34773614777642625,0.10891818694965708,0.7025974025974026,0.13597703593490493,0.0035473599350634376,0.001627786624165563,0.9133333333333332,0.08144527815247078,91.33333333333333,8.144527815247079,29761.333333333332,13619.186184693024,70238.66666666667,13619.186184693024,8.666666666666666,8.144527815247079,100100.0,0.0,0.34773614777642625,0.10891818694965708,0.025801867696982533,0.004326318507597976,39.54905653825285,7.105422683627489,0.0026189860416747264,0.0004487639160486321,389.9950250678242,71.70017435296835,2.6233285008689888e-05,4.505839320603911e-06,38939.051563320674,7177.122857980462,0.000999000999000999,0.0,"31,37,41"
VCSL public-label audit,platt_calibrated_score,10000,0.9120831133333334,0.006849753551664001,0.004953440645358534,0.00162123589163102,0.3515736666666667,0.033319438355610576,0.23962487494558496,0.08389599542199512,0.4038248584885353,0.10337939693429579,0.6309149085091491,0.13842999857859586,0.00028314167423259883,0.00011424401002364932,0.94,0.060827625302982184,94.0,6.082762530298219,369116.0,138449.9229468908,630884.0,138449.9229468908,6.0,6.082762530298219,1000100.0,0.0,0.4038248584885353,0.10337939693429579,0.02653267189991149,0.00395237658546685,38.27039485841973,5.870427225247648,0.0026947528127374437,0.00041091347826728895,377.09216629859907,59.23794745477174,2.6993984448054224e-05,4.1268535368093445e-06,37647.48702471832,5929.665172702422,9.999000099990002e-05,0.0,"31,37,41"
VCSL public-label audit,score_only_logistic,1,0.9179609053497941,0.028511481931684332,0.9181425827678159,0.025312287338201747,0.3825925925925926,0.11115739776636238,0.11909896542493882,0.019599155230275354,0.05959500525715292,0.014757696807700317,0.8329629629629629,0.026812870811464072,0.8399801426331163,0.03863928577435467,0.8262962962962964,0.0821796686680278,743.6666666666666,73.96170180122503,144.33333333333334,48.95235779136009,755.6666666666666,48.95235779136009,156.33333333333334,73.96170180122502,1800.0,0.0,0.05959500525715292,0.014757696807700317,0.02296967717398299,0.008953229196858585,47.862855995157624,16.96645141091712,0.0023294701839126583,0.0009282020573905367,473.8888195874997,171.20691878289085,2.333115522584112e-05,9.319155720206305e-06,47336.74481474512,17137.658329700003,0.5,0.0,"31,37,41"
VCSL public-label audit,score_only_logistic,10,0.9161368836291913,0.028561753705233853,0.6162450689089289,0.08686329523469892,0.381025641025641,0.10577472246815393,0.12174569574982386,0.02956848710696612,0.1878766812905888,0.05448967930796002,0.833100233100233,0.04250559581110636,0.34076059883097387,0.056351253845073675,0.8282051282051283,0.0872639108570494,538.3333333333334,56.7215420570821,1081.6666666666667,351.32084101762786,5418.333333333333,351.32084101762786,111.66666666666667,56.7215420570821,7150.0,0.0,0.1878766812905888,0.05448967930796002,0.023070597196293802,0.009067270813514687,47.68135060277134,16.84288049061821,0.0023400326441568036,0.000940408354087185,472.0572651734199,169.95997585987462,2.3437316579624145e-05,9.442137208049864e-06,47153.40786794476,17012.84046647808,0.0909090909090909,1.6996749443881478e-17,"31,37,41"
VCSL public-label audit,score_only_logistic,100,0.9145201101928375,0.0263980818205336,0.2381039775598335,0.05766556556371828,0.37736363636363635,0.11647876939171475,0.118837887199805,0.03881212452377797,0.21988560039539465,0.055562255122803994,0.8395889588958897,0.05554117579412141,0.05235665966567807,0.013631088462865915,0.8348484848484848,0.09285789967299736,183.66666666666666,20.428737928059416,3528.0,1252.097040967672,18472.0,1252.097040967672,36.333333333333336,20.428737928059416,22220.0,0.0,0.21988560039539465,0.055562255122803994,0.02412107898803252,0.01139610422361033,47.07730842000808,17.97298228255117,0.0024517802240121996,0.0011869573809824296,465.9619304200816,181.36373030574367,2.456249027294785e-05,1.1923280169213471e-05,46543.27035042816,18154.346012856917,0.009900990099009901,0.0,"31,37,41"
VCSL public-label audit,score_only_logistic,1000,0.9312664333333333,0.006418112219596395,0.04242765229409518,0.011308762665182097,0.2914966666666667,0.08191418822971594,0.10620804210615946,0.018631102988533904,0.2067119242348979,0.027502586852991544,0.8583216783216784,0.025225273731238965,0.006075380898724549,0.0007454907007190507,0.8533333333333334,0.050332229568471644,85.33333333333333,5.033222956847166,14167.333333333334,2530.0708158732104,85832.66666666667,2530.0708158732104,14.666666666666666,5.033222956847166,100100.0,0.0,0.2067119242348979,0.027502586852991544,0.03071395938649109,0.011200859550176879,35.13601860465116,10.606305599593508,0.0031385153090313753,0.0011811902392053662,345.46346046511627,107.02726559589814,3.146109923086938e-05,1.1881893430752727e-05,34481.48206511628,10713.332865189406,0.000999000999000999,0.0,"31,37,41"
VCSL public-label audit,score_only_logistic,10000,0.9314987533333334,0.006054415800243107,0.005543021451588492,0.0024866321497877516,0.2906883333333334,0.07974511042272958,0.1058451836511926,0.019002599762337365,0.20656013916328664,0.02781440392354157,0.8589181081891811,0.026218440624876473,0.0006141900520167293,7.83934139923474e-05,0.8533333333333334,0.050332229568471644,85.33333333333333,5.033222956847166,141081.33333333334,26226.03962349888,858918.6666666666,26226.03962349888,14.666666666666666,5.033222956847166,1000100.0,0.0,0.20656013916328664,0.02781440392354157,0.03070383381593067,0.010960648557380229,35.039652955426355,10.383026318210806,0.003137106058807215,0.0011557012442232173,344.4910434593023,104.77417466558177,3.1446535953768294e-05,1.1625309214522386e-05,34384.143998885665,10487.800492876388,9.999000099990002e-05,0.0,"31,37,41"
